final_rank,title,year,genres,popularity_rank,rating_rank,final_score
3883,Too Many Cooks,,"Horror, Comedy, Science Fiction, Crime, TV Movie",N/A,2346,2376.25
3884,Lolita,,"Drama, Romance",2105,N/A,2376.50
3885,"Good Morning, Vietnam",,"Comedy, Drama, War",2107,N/A,2377.00
3886,"Goodbye, Dragon Inn",,"Drama, Comedy",N/A,2347,2377.00
3887,The Abyss,,"Adventure, Action, Thriller, Science Fiction",2108,N/A,2377.25
3888,The Beach,,"Drama, Adventure, Romance, Thriller",2109,N/A,2377.50
3889,"Darkness, Light, Darkness",,"Science Fiction, Animation, Action",N/A,2348,2377.75
3890,Bad Boys for Life,,"Thriller, Action, Crime",2110,N/A,2377.75
3891,Big Eyes,,Drama,2111,N/A,2378.00
3892,Disobedience,,"Drama, Romance",2112,N/A,2378.25
3893,To Die For,,"Drama, Comedy, Crime",2113,N/A,2378.50
3894,Walkabout,,"Adventure, Drama",N/A,2349,2378.50
3895,Red Sparrow,,"Thriller, Mystery",2114,N/A,2378.75
3896,Say Anything...,,"Romance, Comedy, Drama",2116,N/A,2379.25
3897,Once Upon a Time there Lived a Dog,,"Comedy, Animation, Family",N/A,2350,2379.25
3898,James and the Giant Peach,,"Adventure, Animation, Family, Fantasy",2118,N/A,2379.75
3899,American Dream,,Comedy,N/A,2351,2380.00
3900,Personal Shopper,,"Drama, Mystery, Thriller",2119,N/A,2380.00
3901,In the Tall Grass,,"Horror, Drama, Thriller",2120,N/A,2380.25
3902,Blade II,,"Fantasy, Horror, Action, Thriller",2121,N/A,2380.50
3903,Ghostlight,,"Comedy, Drama",N/A,2352,2380.75
3904,The Way Way Back,,"Comedy, Drama",2122,N/A,2380.75
3905,Holy Motors,,"Drama, Fantasy",2123,N/A,2381.00
3906,Spartacus,,"History, War, Drama, Adventure",2124,N/A,2381.25
3907,Who We Are: A Chronicle of Racism in America,,Documentary,N/A,2353,2381.50
3908,Mona Lisa Smile,,"Drama, History, Romance",2125,N/A,2381.50
3909,The 8th Annual Live 'On Cinema' Oscar Special,,Comedy,N/A,2354,2382.25
3910,Memoria,,"Drama, Science Fiction, Mystery",2128,N/A,2382.25
3911,Bride of Frankenstein,,"Horror, Science Fiction",2144,2462,2382.50
3912,Marrowbone,,"Thriller, Horror, Mystery",2129,N/A,2382.50
3913,Brightburn,,"Horror, Science Fiction, Thriller, Mystery",2131,N/A,2383.00
3914,Out of the Blue,,Drama,N/A,2355,2383.00
3915,Perfume: The Story of a Murderer,,"Crime, Fantasy, Drama",2132,N/A,2383.25
3916,Repulsion,,"Drama, Thriller, Horror",2133,N/A,2383.50
3917,The Silence,,"Horror, Drama, Thriller, Fantasy",N/A,2356,2383.75
3918,The Adventures of Sharkboy and Lavagirl,,"Adventure, Family, Science Fiction",2134,N/A,2383.75
3919,The Purge: Anarchy,,"Horror, Thriller",2136,N/A,2384.25
3920,The Kingdom II,,"Action, Adventure, War",N/A,2357,2384.50
3921,Saw 3D,,"Horror, Crime",2137,N/A,2384.50
3922,Downsizing,,"Drama, Science Fiction",2138,N/A,2384.75
3923,Into the Unknown: Making Frozen II,,,N/A,2358,2385.25
3924,She-Hulk: Attorney at Law,,Documentary,2140,N/A,2385.25
3925,Imagine Me & You,,"Drama, Comedy, Romance",2142,N/A,2385.75
3926,Love at First Sight,,"Romance, Drama",2143,N/A,2386.00
3927,Bad Boys II,,"Action, Crime, Comedy",2145,N/A,2386.50
3928,Secretary,,"Comedy, Drama, Romance",2146,N/A,2386.75
3929,Francisca,,"Drama, Romance",N/A,2360,2386.75
3930,Nosferatu the Vampyre,,"Drama, Horror",2147,N/A,2387.00
3931,Garfield,,"Animation, Comedy, Family",2148,N/A,2387.25
3932,On the Count of Three,,"Comedy, Drama",2149,N/A,2387.50
3933,Neighbours,,"Animation, Comedy",N/A,2361,2387.50
3934,Friday,,Comedy,2150,N/A,2387.75
3935,Don Jon,,"Romance, Comedy, Drama",2152,N/A,2388.25
3936,Ghost Stories,,"Horror, Drama",N/A,2362,2388.25
3937,You People,,"Romance, Comedy",2153,N/A,2388.50
3938,9,,"Action, Adventure, Animation, Science Fiction, Thriller",2155,N/A,2389.00
3939,Demon Slayer – Kimetsu no Yaiba – The Movie: Mugen Train,,"Action, Animation, Adventure, Fantasy, Thriller",2156,N/A,2389.25
3940,Valentine's Day,,"Comedy, Romance",2157,N/A,2389.50
3941,The Babysitter: Killer Queen,,"Comedy, Horror",2158,N/A,2389.75
3942,The Garden of Words,,"Animation, Drama, Romance",2159,N/A,2390.00
3943,The National Parks: America's Best Idea,,,N/A,2365,2390.50
3944,Fractured,,Thriller,2161,N/A,2390.50
3945,Willy's Wonderland,,"Action, Horror, Comedy",2162,N/A,2390.75
3946,Freddy vs. Jason,,Horror,2163,N/A,2391.00
3947,Still Alice,,Drama,2164,N/A,2391.25
3948,3:10 to Yuma,,Western,2165,N/A,2391.50
3949,Soul in the Eye,,"Drama, History",N/A,2367,2392.00
3950,Wrath of Man,,"Crime, Action, Adventure, Thriller",2167,N/A,2392.00
3951,Naked Lunch,,"Crime, Drama",2168,N/A,2392.25
3952,The Hitman's Bodyguard,,"Action, Comedy, Crime, Thriller",2169,N/A,2392.50
3953,Safe,,"Action, Crime, Thriller",2170,N/A,2392.75
3954,Bad Boys: Ride or Die,,"Action, Crime, Thriller, Comedy",2171,N/A,2393.00
3955,The Ballad of Narayama,,Drama,N/A,2369,2393.50
3956,eXistenZ,,"Action, Thriller, Science Fiction",2174,N/A,2393.75
3957,The Emoji Movie,,"Animation, Family, Comedy",2177,N/A,2394.50
3958,The Kissing Booth 2,,"Comedy, Romance",2178,N/A,2394.75
3959,The King of Kong: A Fistful of Quarters,,Documentary,N/A,2371,2395.00
3960,A Single Man,,"Drama, Romance",2180,N/A,2395.25
3961,While You Were Sleeping,,"Romance, Comedy",2181,N/A,2395.50
3962,NYAD,,"Drama, History",2182,N/A,2395.75
3963,The Manchurian Candidate,,"Drama, Thriller, Mystery",N/A,2372,2395.75
3964,Sleepers,,"Crime, Drama, Thriller",2183,N/A,2396.00
3965,Jingle All the Way,,"Family, Comedy, Adventure",2184,N/A,2396.25
3966,Stewart Lee: Content Provider,,Comedy,N/A,2373,2396.50
3967,Hellboy II: The Golden Army,,"Fantasy, Adventure, Action",2186,N/A,2396.75
3968,Hard Candy,,"Drama, Thriller",2187,N/A,2397.00
3969,Allegiant,,"Adventure, Science Fiction, Action, Mystery",2188,N/A,2397.25
3970,Under Paris,,"Action, Drama, Horror, Thriller",2189,N/A,2397.50
3971,6 Underground,,"Action, Comedy, Thriller",2190,N/A,2397.75
3972,The Hours,,Drama,2191,N/A,2398.00
3973,L'Atalante,,"Romance, Drama, Comedy",N/A,2375,2398.00
3974,Good Bye Lenin!,,"Comedy, Drama",2192,N/A,2398.25
3975,Pleasantville,,"Fantasy, Comedy, Drama",2193,N/A,2398.50
3976,Burlesque,,"Drama, Romance",2194,N/A,2398.75
3977,Scary Movie 3,,Comedy,2195,N/A,2399.00
3978,Galaxy Quest,,"Comedy, Science Fiction, Adventure",2196,N/A,2399.25
3979,The Shallows,,"Horror, Drama, Thriller",2197,N/A,2399.50
3980,The Bridge of Arts,,Drama,N/A,2377,2399.50
3981,The Rock,,"Action, Adventure, Thriller",2198,N/A,2399.75
3982,A League of Their Own,,"Comedy, Drama",2199,N/A,2400.00
3983,Oculus,,Horror,2200,N/A,2400.25
3984,Gilles Deleuze from A to Z,,"TV Movie, Documentary",N/A,2378,2400.25
3985,The Color Purple,,Drama,2201,N/A,2400.50
3986,Velvet Goldmine,,"Drama, Music",2202,N/A,2400.75
3987,Babe,,"Fantasy, Drama, Comedy, Family",2204,N/A,2401.25
3988,Double Fine PsychOdyssey,,,N/A,2380,2401.75
3989,Nymphomaniac: Vol. II,,"Drama, Mystery",2207,N/A,2402.00
3990,5 Centimeters per Second,,"Animation, Romance, Drama",2208,N/A,2402.25
3991,Pet Sematary,,"Horror, Drama",2209,N/A,2402.50
3992,Chimes at Midnight,,"Comedy, Drama, History, War",N/A,2381,2402.50
3993,Van Helsing,,"Horror, Adventure, Action",2211,N/A,2403.00
3994,Spaceman,,"Science Fiction, Adventure, Drama",2213,N/A,2403.50
3995,Foragers,,Documentary,N/A,2383,2404.00
3996,Thelma,,"Action, Comedy, Adventure",2216,N/A,2404.25
3997,Flight,,Drama,2217,N/A,2404.50
3998,Another Year,,"Drama, Comedy",N/A,2384,2404.75
3999,Dark City,,"Mystery, Science Fiction",2218,N/A,2404.75
4000,28 Weeks Later,,"Horror, Thriller, Science Fiction",2219,N/A,2405.00
4001,Louis C.K.: Live at the Beacon Theater,,"Comedy, TV Movie",N/A,2385,2405.50
4002,Jack Reacher,,"Crime, Drama, Thriller, Action",2221,N/A,2405.50
4003,Black Mirror: Loch Henry,,,2222,N/A,2405.75
4004,If Anything Happens I Love You,,"Drama, Animation",2223,N/A,2406.00
4005,Downton Abbey: Christmas at Downton Abbey,,,N/A,2386,2406.25
4006,One Hour Photo,,"Drama, Thriller",2224,N/A,2406.25
4007,Moonfall,,"Science Fiction, Adventure, Action",2225,N/A,2406.50
4008,The Empty Man,,"Horror, Mystery, Thriller",2226,N/A,2406.75
4009,The Passenger,,"Crime, Drama, Horror, Thriller",N/A,2387,2407.00
4010,Black Bear,,"Drama, Thriller",2227,N/A,2407.00
4011,Ocean Waves,,"Animation, Drama, Romance",2228,N/A,2407.25
4012,Thirst,,"Horror, Romance, Thriller",2229,N/A,2407.50
4013,Belle,,Drama,2230,N/A,2407.75
4014,The Hole,,"Thriller, Adventure, Fantasy",N/A,2388,2407.75
4015,Terminator 3: Rise of the Machines,,"Action, Thriller, Science Fiction",2231,N/A,2408.00
4016,West Indies,,"Music, History",N/A,2389,2408.50
4017,The Chronicles of Narnia: The Voyage of the Dawn Treader,,"Adventure, Family, Fantasy",2234,N/A,2408.75
4018,The Happening,,"Thriller, Science Fiction",2235,N/A,2409.00
4019,Louis C.K.: Oh My God,,Comedy,N/A,2390,2409.25
4020,Miami Vice,,"Action, Crime, Thriller",2237,N/A,2409.50
4021,Terminator: Dark Fate,,"Science Fiction, Action",2238,N/A,2409.75
4022,The Color of Money,,Drama,2239,N/A,2410.00
4023,Ween: Live in Chicago,,"Music, Documentary",N/A,2391,2410.00
4024,Attack the Block,,"Action, Comedy, Science Fiction",2240,N/A,2410.25
4025,The Fox and the Hound,,"Adventure, Animation, Drama, Family",2241,N/A,2410.50
4026,Michiko & Hatchin,,Romance,N/A,2392,2410.75
4027,Get Smart,,"Action, Comedy, Thriller",2242,N/A,2410.75
4028,Blended,,"Comedy, Romance",2245,N/A,2411.50
4029,When the Tenth Month Comes,,"Drama, War",N/A,2393,2411.50
4030,My Octopus Teacher,,Documentary,2246,N/A,2411.75
4031,Tiger King,,Documentary,2248,N/A,2412.25
4032,Love for Love's Sake,,"Drama, Romance, Music, Comedy",N/A,2394,2412.25
4033,Jackass: The Movie,,"Comedy, Documentary",2249,N/A,2412.50
4034,Metalocalypse: The Doomstar Requiem - A Klok Opera,,"Animation, Music, Comedy, Drama",N/A,2395,2413.00
4035,Enter the Dragon,,Action,2251,N/A,2413.00
4036,Fruitvale Station,,Drama,2252,N/A,2413.25
4037,San Andreas,,"Action, Drama, Thriller",2254,N/A,2413.75
4038,Lucky Star,,"Action, Comedy",N/A,2396,2413.75
4039,Deliverance,,"Drama, Adventure, Thriller",2255,N/A,2414.00
4040,Wildlife,,Drama,2257,N/A,2414.50
4041,Tomboy,,Drama,2284,2458,2414.50
4042,Stray Dog,,"Crime, Drama, Thriller",N/A,2397,2414.50
4043,Dolemite Is My Name,,"Drama, Comedy, History",2258,N/A,2414.75
4044,Ammonite,,"Romance, Drama",2259,N/A,2415.00
4045,Star Wars: Visions – Screecher's Reach,,,N/A,2398,2415.25
4046,Black Mirror: Beyond the Sea,,,2260,N/A,2415.25
4047,Juan Gabriel en el Palacio de Bellas Artes,,"Music, Documentary",N/A,2399,2416.00
4048,Home,,"Fantasy, Comedy, Animation, Science Fiction, Family",2263,N/A,2416.00
4049,Empire of the Sun,,"Drama, History, War",2264,N/A,2416.25
4050,The Purge: Election Year,,"Action, Horror, Thriller",2265,N/A,2416.50
4051,The Legend of Pipi,,"Animation, Adventure",N/A,2400,2416.75
4052,Triple Frontier,,"Action, Thriller, Crime, Adventure",2266,N/A,2416.75
4053,Awakenings,,Drama,2267,N/A,2417.00
4054,Night at the Museum: Secret of the Tomb,,"Adventure, Comedy, Fantasy, Family",2268,N/A,2417.25
4055,Deep Water,,"Drama, Mystery, Thriller",2269,N/A,2417.50
4056,Black Lagoon,,"Adventure, Horror, Science Fiction",N/A,2401,2417.50
4057,Glengarry Glen Ross,,"Crime, Drama, Mystery",2270,N/A,2417.75
4058,Foxcatcher,,"Drama, Thriller",2271,N/A,2418.00
4059,L'Eclisse,,"Drama, Romance",N/A,2402,2418.25
4060,National Treasure: Book of Secrets,,"Action, Adventure, Mystery, Thriller",2272,N/A,2418.25
4061,Show Me a Hero,,,N/A,2403,2419.00
4062,Drop Dead Gorgeous,,Comedy,2275,N/A,2419.00
4063,Percy Jackson: Sea of Monsters,,"Adventure, Family, Fantasy",2276,N/A,2419.25
4064,On the Rocks,,"Drama, Comedy",2277,N/A,2419.50
4065,Christ Stopped at Eboli,,Drama,N/A,2404,2419.75
4066,Tomorrowland,,"Adventure, Family, Mystery, Science Fiction",2278,N/A,2419.75
4067,American Made,,"Comedy, Crime, Drama",2279,N/A,2420.00
4068,Blockers,,Comedy,2280,N/A,2420.25
4069,The Hitchhiker's Guide to the Galaxy,,"Adventure, Comedy, Science Fiction",2281,N/A,2420.50
4070,Uncle Boonmee Who Can Recall His Past Lives,,"Drama, Fantasy",2282,N/A,2420.75
4071,The Bremen Town Musicians,,"Adventure, Family, Music",N/A,2406,2421.25
4072,Take Shelter,,"Thriller, Drama, Horror",2286,N/A,2421.75
4073,Road House,,"Action, Thriller",2287,N/A,2422.00
4074,Little Fish,,"Romance, Science Fiction, Drama",N/A,2407,2422.00
4075,Cam,,"Horror, Mystery",2288,N/A,2422.25
4076,Pearl Harbor,,"War, History, Romance, Drama, Action",2289,N/A,2422.50
4077,Munich,,"Drama, Action, History, Thriller",2290,N/A,2422.75
4078,Silverlake Life: The View from Here,,Documentary,N/A,2408,2422.75
4079,Next Goal Wins,,"Comedy, Drama",2291,N/A,2423.00
4080,Babyteeth,,"Drama, Comedy, Romance",2292,N/A,2423.25
4081,The Taste of Things,,"Romance, Drama",2293,N/A,2423.50
4082,Outer Space,,Science Fiction,N/A,2409,2423.50
4083,Fighting with My Family,,Comedy,2295,N/A,2424.00
4084,BLACKPINK HOUSE,,,N/A,2410,2424.25
4085,Dope,,"Crime, Drama, Comedy",2296,N/A,2424.25
4086,"I Love You, Man",,"Comedy, Romance",2297,N/A,2424.50
4087,Transformers: The Last Knight,,"Action, Adventure, Science Fiction",2298,N/A,2424.75
4088,Savage X Fenty Show Vol. 2,,"Music, Documentary",N/A,2411,2425.00
4089,Foe,,"Science Fiction, Drama",2299,N/A,2425.00
4090,Triangle,,Horror,2300,N/A,2425.25
4091,Fences,,Drama,2301,N/A,2425.50
4092,The Making of the Return of the King,,Documentary,N/A,2412,2425.75
4093,Dressed to Kill,,"Thriller, Mystery, Horror",2302,N/A,2425.75
4094,The Magnificent Seven,,"Adventure, Action, Western",2303,N/A,2426.00
4095,Hard Eight,,"Drama, Crime",2304,N/A,2426.25
4096,Daredevil,,"Fantasy, Action",2305,N/A,2426.50
4097,Katt Williams: The Pimp Chronicles Pt. 1,,Comedy,N/A,2413,2426.50
4098,Identity,,"Mystery, Thriller",2306,N/A,2426.75
4099,The Chaos Class,,"Comedy, Drama",N/A,2414,2427.25
4100,Paper Towns,,"Mystery, Drama, Romance",2309,N/A,2427.50
4101,Hot Summer Nights,,"Drama, Comedy, Crime",2310,N/A,2427.75
4102,Never Get Tired: The Bomb the Music Industry! Story,,"Music, Documentary",N/A,2415,2428.00
4103,Last Christmas,,"Comedy, Romance",2311,N/A,2428.00
4104,Paul Blart: Mall Cop,,"Action, Adventure, Comedy, Family",2313,N/A,2428.50
4105,Daria in 'Is It Fall Yet?',,"Animation, Comedy, TV Movie",N/A,2416,2428.75
4106,Ms. Marvel,,Documentary,2314,N/A,2428.75
4107,The Equalizer 3,,"Action, Thriller, Crime",2315,N/A,2429.00
4108,Coach Carter,,"Drama, History",2316,N/A,2429.25
4109,Lift,,"Action, Comedy, Crime",N/A,2417,2429.50
4110,The Last Voyage of the Demeter,,"Horror, Thriller",2318,N/A,2429.75
4111,Overlord,,"Horror, War, Science Fiction",2319,N/A,2430.00
4112,To Catch a Thief,,"Mystery, Romance, Thriller",2320,N/A,2430.25
4113,To the Bone,,Drama,2321,N/A,2430.50
4114,My Fair Lady,,"Music, Comedy, Romance, Drama",2323,N/A,2431.00
4115,Nosferatu,,"Drama, Fantasy, Horror",2324,N/A,2431.25
4116,Super Deluxe,,"Comedy, Thriller, Drama, Crime",N/A,2420,2431.75
4117,The Doom Generation,,"Comedy, Crime, Drama, Romance",2326,N/A,2431.75
4118,Friday the 13th,,Horror,2327,N/A,2432.00
4119,Robin Williams: Live on Broadway,,Comedy,N/A,2421,2432.50
4120,Forgotten,,Mystery,2329,N/A,2432.50
4121,Hoodwinked!,,"Animation, Comedy, Family, Crime",2330,N/A,2432.75
4122,Disenchanted,,"Comedy, Family, Fantasy",2331,N/A,2433.00
4123,Noah,,"Drama, Adventure",2332,N/A,2433.25
4124,Under the Flag of the Rising Sun,,"Drama, Mystery, War",N/A,2422,2433.25
4125,Nebraska,,"Drama, Adventure",2334,N/A,2433.75
4126,Space Runaway Ideon: Be Invoked,,"Science Fiction, Animation, Action, War, Drama",N/A,2423,2434.00
4127,From Russia with Love,,"Action, Thriller, Adventure",2336,N/A,2434.25
4128,The Fall of the House of Usher,,Horror,2337,N/A,2434.50
4129,"Michael Jackson - Live at Wembley July 16, 1988",,"Music, Documentary",N/A,2424,2434.75
4130,Match Point,,"Drama, Thriller, Crime, Romance",2338,N/A,2434.75
4131,The Ministry of Ungentlemanly Warfare,,"Action, Comedy, War, Drama",2339,N/A,2435.00
4132,Eat Pray Love,,"Drama, Romance",2340,N/A,2435.25
4133,Mud,,Drama,2341,N/A,2435.50
4134,Wild Things,,"Mystery, Thriller, Drama",2342,N/A,2435.75
4135,Moxie,,"Comedy, Drama, Music",2343,N/A,2436.00
4136,The Cove,,Documentary,N/A,2426,2436.25
4137,Gremlins 2: The New Batch,,"Comedy, Horror, Fantasy",2346,N/A,2436.75
4138,Peking Opera Blues,,"Action, Comedy",N/A,2427,2437.00
4139,Welcome to the Dollhouse,,"Comedy, Drama",2347,N/A,2437.00
4140,Halloween,,"Horror, Thriller",2348,N/A,2437.25
4141,Shakespeare in Love,,"Romance, History, Comedy",2349,N/A,2437.50
4142,The Show About the Show,,Comedy,N/A,2428,2437.75
4143,Planet Terror,,"Horror, Action, Thriller",2350,N/A,2437.75
4144,Risky Business,,"Romance, Comedy, Drama, Crime",2351,N/A,2438.00
4145,The Boy,,"Horror, Mystery, Thriller",2353,N/A,2438.50
4146,Exiled,,"TV Movie, Crime, Drama, Mystery",N/A,2429,2438.50
4147,He's All That,,"Comedy, Romance",2355,N/A,2439.00
4148,Gangs of Wasseypur – Part 1,,"Action, Thriller, Crime",N/A,2430,2439.25
4149,Freaks,,"Drama, Horror",2356,N/A,2439.25
4150,Circle,,"Science Fiction, Mystery, Drama, Thriller, Horror",2357,N/A,2439.50
4151,The Italian Job,,"Action, Crime",2358,N/A,2439.75
4152,Peppermint Candy,,Drama,N/A,2431,2440.00
4153,Sex and the City,,"Comedy, Drama, Romance",2359,N/A,2440.00
4154,The Orphanage,,"Drama, Horror, Mystery, Thriller",2360,N/A,2440.25
4155,Prince of Darkness,,Horror,2361,N/A,2440.50
4156,Mama,,Horror,2362,N/A,2440.75
4157,Udaan,,"Action, Drama, Crime, Thriller",N/A,2432,2440.75
4158,Joy,,"Drama, Comedy",2363,N/A,2441.00
4159,A Family Affair,,"Romance, Comedy",2364,N/A,2441.25
4160,A Scanner Darkly,,"Animation, Science Fiction, Thriller",2365,N/A,2441.50
4161,Lupin the Third: The Castle of Cagliostro,,"Family, Animation, Adventure, Comedy, Crime",N/A,2433,2441.50
4162,Masculin Féminin,,"Drama, Romance",2367,N/A,2442.00
4163,My Love,,"Romance, Drama",N/A,2434,2442.25
4164,Man on the Moon,,"Comedy, Drama",2368,N/A,2442.25
4165,Revenge,,"Action, Horror",2369,N/A,2442.50
4166,Oz the Great and Powerful,,"Fantasy, Adventure, Family",2371,N/A,2443.00
4167,Snow White and the Huntsman,,"Adventure, Fantasy, Drama",2372,N/A,2443.25
4168,The Faculty,,"Horror, Science Fiction, Mystery",2373,N/A,2443.50
4169,Hands on a Hardbody: The Documentary,,Documentary,N/A,2436,2443.75
4170,Final Destination 5,,"Horror, Mystery",2374,N/A,2443.75
4171,Sabrina,,"Comedy, Romance, Drama",2376,N/A,2444.25
4172,Lumière!,,"Documentary, History",N/A,2437,2444.50
4173,Bad Education,,"Drama, Crime, History",2377,N/A,2444.50
4174,Crush,,"Drama, Horror, Thriller",2378,N/A,2444.75
4175,The Hate U Give,,"Crime, Drama",2379,N/A,2445.00
4176,Martyrdom,,"Romance, Drama",N/A,2438,2445.25
4177,The Call,,"Crime, Thriller",2381,N/A,2445.50
4178,Crash,,Drama,2382,N/A,2445.75
4179,"Black Country, New Road - 'Live from the Queen Elizabeth Hall'",,Music,N/A,2439,2446.00
4180,Cheaper by the Dozen,,"Family, Comedy",2383,N/A,2446.00
4181,The Souvenir,,"Romance, Drama",2384,N/A,2446.25
4182,May,,"Drama, Horror, Romance, Comedy",2385,N/A,2446.50
4183,Once,,"Drama, Music, Romance",2386,N/A,2446.75
4184,Momentum Generation,,Documentary,N/A,2440,2446.75
4185,AVP: Alien vs. Predator,,"Adventure, Science Fiction, Action, Horror",2387,N/A,2447.00
4186,A Monster Calls,,"Drama, Fantasy",2388,N/A,2447.25
4187,Inherit the Wind,,Drama,N/A,2441,2447.50
4188,Charlie's Angels,,"Action, Adventure, Comedy",2389,N/A,2447.50
4189,Selma,,"History, Drama",2390,N/A,2447.75
4190,Milk,,"History, Drama",2391,N/A,2448.00
4191,Penguins of Madagascar,,"Family, Animation, Adventure, Comedy",2392,N/A,2448.25
4192,Ee.Ma.Yau.,,"Drama, Comedy",N/A,2442,2448.25
4193,Guns Akimbo,,"Action, Comedy",2393,N/A,2448.50
4194,Strange World,,"Animation, Family, Adventure, Science Fiction, Fantasy",2395,N/A,2449.00
4195,Lightning,,"Drama, TV Movie",N/A,2443,2449.00
4196,Millennium Mambo,,"Drama, Romance",2397,N/A,2449.50
4197,The Cloverfield Paradox,,"Horror, Science Fiction, Action",2398,N/A,2449.75
4198,Big Deal on Madonna Street,,"Comedy, Crime",N/A,2444,2449.75
4199,The Mummy,,"Adventure, Action, Fantasy",2399,N/A,2450.00
4200,The Fundamentals of Caring,,"Comedy, Drama",2400,N/A,2450.25
4201,The Final Destination,,"Horror, Mystery",2401,N/A,2450.50
4202,Pixo,,Documentary,N/A,2445,2450.50
4203,King Kong,,"Adventure, Drama, Action",2402,N/A,2450.75
4204,Tootsie,,"Comedy, Romance",2403,N/A,2451.00
4205,The Adversary,,Drama,N/A,2446,2451.25
4206,The Equalizer 2,,"Action, Thriller, Crime",2404,N/A,2451.25
4207,The Book of Eli,,"Action, Thriller, Science Fiction",2405,N/A,2451.50
4208,Girl with Hyacinths,,"Drama, Mystery",N/A,2447,2452.00
4209,Days of Being Wild,,"Crime, Drama, Romance",2407,N/A,2452.00
4210,I Origins,,"Science Fiction, Drama",2409,N/A,2452.50
